Zawadzki Paweł, Adwokat - Kancelaria;3 Maja 10 lok. 5<br>40-096 Katowice;pawel.zawadzki@kancelaria-zawadzki.pl
Zymek Wojciech - Kancelaria Adwokacka;Słowackiego 10 lok. 6<br>40-093 Katowice;
Actus Consulting Sp. z o.o. Biuro Prawniczo-Handlowe;Szeligiewicza 26/14<br>40-074 Katowice;
Biuro Prawne I. Cieśla;Żwirki i Wigury 19/3<br>40-063 Katowice;
Bfp Sp. z o.o. Biuro Finansowo-Prawne;Brynowska 66<br>40-585 Katowice;bfp@bfp-pl.eu
Adwokacka Kancelaria - Adwokat Beata Gryszka;Oddziałów Młodzieży Powstańczej 2/4<br>40-061 Katowice;kancelaria@wawadwokat.pl
adw. A. Krasuska-Terrillon;Gliwicka 10<br>40-079 Katowice;amkrasuska@madonet.com.pl
Wolnik J. Syn s.c.;Kolibrów 12<br>40-534 Katowice;
Jm Kancelaria Radcy Prawnego BPH J. Maciąga;Szeligiewicza 10/3<br>40-074 Katowice ;
Korfanty i Wspólnicy s.c. Kancelaria Prawnicza;Chorzowska 108<br>40-121 Katowice;
Lkd Sp.K. A. Łuczak i Wspólnicy;Sokolska 8<br>40-863 Katowice;
Novum Kancelaria Prawnicza M. Piotrowska i Wspólnicy;Grażyńskiego 13a/5<br>40-126 Katowice;
Causa Sp. z o.o. Kancelaria;al. Korfantego 2<br>40-004 Katowice ;
Fras Mariusz - Kancelaria Adwokacka;Dworcowa 2<br>40-012 Katowice;sekretariat@fks-adwokaci.pl
Gąsior Agnieszka Kancelaria Adwokacka;1 Maja 18<br>40-284 Katowice ;gasior@kuga.pl
Szefer Piotr Kancelaria Adwokacka;Skłodowskiej-Curie 22/201<br>40-058 Katowice;piotrszefer@tlen.pl
SZEFFER-PRZESMYCKA Anna Kancelaria Adwokacka;Zajączka 17<br>40-050 Katowice ;
Kancelaria Adwokacka Elżbieta Bieniasz-Surówka;Tysiąclecia 90/130<br>40-871 Katowice ;ebs@alfa.com.pl
Kancelaria Adwokacka Katarzyna Dworska;Moniuszki 2/4<br>40-005 Katowice ;kancelaria@bondaryk.eu
BUKOWSKA Monika Kancelaria Adwokacka;Piastowska 3/15<br>40-005 Katowice ;
Kokoszka Aleksandra Kancelaria Adwokacka;św. Jana 14 II p.<br>40-012 Katowice ;
Książek Marcin Kancelaria Adwokacka;dyrekcyjna 4/4<br>40-013 Katowice;kancelarie.adwokackie@neostrada.pl
LEXUS Kancelaria Prawnicza Andrzej Życzkowski;Bohaterów Monte Cassino 1/49<br>40-231 Katowice;
CZAPLA-NOWICKA Joanna Kancelaria Adwokacka;Szeligiewicza 26/11<br>Katowice ;
Kancelaria Radcow Prawnych W. Popiolek i Wspolnicy Spolka Komandytowa;Lompy 14<br>40-040 Katowice;adp@adplegal.pl
Kornobis B. i Spółka - Biuro Prawne s.c.;Szojdy 50<br>40-759 Katowice ;
Legitimus Ii. Kancelaria Radców Prawnych - Sojka M.;3 Maja 34 (II p.)<br>40-097 Katowice;legitimusii@intera.pl
Kancelaria Adwokacka Anna Krukowska Konik;Mielęckiego 10 lok. 204<br>40-013 Katowice;kancelaria_adwokacka@op.pl
Kancelaria Adwokacka Adwokat Tomasz Otrębski;plebiscytowa 1/1<br>40-035 Katowice ;aotrebska@wp.pl
Wojcieszuk Katarzyna - Kancelaria Radcy Prawnego;Staromiejska 7<br>40-013 Katowice;k.wojcieszuk-kwiatkowska@kancelaria-katowice.com.pl
Jolanta Mietelska - Kancelaria Radcy Prawnego;Al.N. m. P. 1 lok. 2<br>42-202 Częstochowa;kancelaria.mietelska@gmail.com
dr Izabela Dzierwa-Pabin Kancelaria Adwokacka;os. Dywizjonu 303 17/6<br>31-872 Kraków;kancelaria.pabin@gmail.com
Kancelaria Adwokacka Adwokat Jakub Abramowicz ;ul. Prądnicka 12<br>30-002 Kraków;j_abramowicz@o2.pl
Kancelaria Adwokacka Joanna Adamczyk;ul. Królowej Jadwigi 170<br>30-212 Kraków;joanna.adamczyk@traple.pl
Kancelaria indywidualna;ul. Mogilska 11<br>31-542 Kraków;aksman@neostrada.pl
Kancelaria Adwokatów i Radców Prawnych Andrzejewski i Partnerzy;ul. Topolowa 44 lok. 5<br>31-506 Kraków;marcin.andrzejewski@adwokatura.pl
Kancelaria indywidualna;ul. Królewska 2<br>30-045 Kraków;f.araszkiewicz@acrlegal.pl
Kancelaria indywidualna;ul. Św. Anny 9<br>31-008 Kraków;julia.armata@adwokatura.pl
Angelika Arter-Krzyżek Kancelaria Adwokacka;ul. Św. Łazarza 12 lok. 3<br>31-530 Kraków;a.arterkrzyzek@aknadwokaci.pl
Kancelaria indywidualna;Królewska 11 lok. 3<br>30-040 Kraków;kancelaria@artymiak.pl
Kancelaria Adwokacka Daniel Augustyn;ul. Cicha 7<br>38-300 Gorlice;d.augustyn@o2.pl
Kancelaria Adwokacka Piotr Augustyn;ul. Zaleskiego 18 lok. 1<br>31-525 Kraków;piotr.augustyn@adwokatura.pl
Małgorzata Bac-Matuszewska, Agata Pęgiel-Kornecka  ADWOKACI SC;ul. Grunwaldzka 13;mb@malgorzatabac.pl
Kancelaria Adwokacka;ul. Kielecka 29B<br>31-523 Kraków;tomasz.bacewicz@gmail.com;
Badełek Rokita Spółka Partnerska Adwokatów i Radców Prawnych;ul. Szkotnik 1<br>33-100 Tarnów;p.badelek@adwokatura.pl
Kancelaria Adwokacka mgr Paweł Bal;ul. Łokietka 89 lok. 10<br>31-263 Kraków;kancelaria@pawelbal.pl
Kancelaria indywidualna;ul. Kasprowicza 32<br>31-523 Kraków;andybalaga@poczta.fm
Kancelaria indywidualna;ul. Kasprowicza 32<br>31-523 Kraków;andybalaga@poczta.fm
Kancelaria Adwokacka Tadeusz Bałys;ul. Kulczyckiego 2 lok. 20<br>32-065 Krzeszowice;tadeusz.balys@interia.pl
Kancelaria Adwokacka Adwokat Jacek Banasik;ul. Dietla 68 lok. 2<br>31-039 Kraków;jacekbanasik@poczta.onet.pl
Kancelaria Adwokacka Michał Banszel ;ul. Topolowa 18 lok. 4<br>31-506 Kraków;michal.banszel@banszel.com
Kancelaria Adwokacka Agnieszka Baranek - adwokat;ul. Lechonia 13<br>31-234 Kraków
;agnieszka.baranek@adwokatura.krakow.pl
Anna Barańska Kanacelaria Adwokacka;ul. Ariańska 7 lok. 5<br>31-505 Kraków;abaranska.kacelaria@wp.pl
Kancelaria indywidualna;ul. Legionów J. Piłsudskiego 13 lok. 2<br>30-509 Kraków;kazimierz@barczyk.pl
Kancelaria Adwokacka BBDK J. Barczyk-Telejko, A. Bobek, E.  Dziedzic, E. Kozielska Spółka Cywilna;ul. Legionów J. Piłsudskiego 13 lok. 13<br>30-509 Kraków;kancelaria@bbdk.pl
Kancelaria Adwokacka Anna Barszczowska;ul. Piastowska 8<br>30-211 Kraków;a.barszczowska@turzanski.pl
Kancelaria Adwokacka;ul. Ariańska 8 lok. 8-9<br>31-505 Kraków;bartnik@krakow-adwokat.pl
Kancelaria indywidualna;ul. Fiołkowa 10 lok. 107<br>31-547 Kraków;ewa.bartos@interia.pl
Kancelaria indywidualna;al. Pokoju 1a lok. 19<br>31-548 Kraków;kancelaria@bartoszuk.com
Kancelaria Adwokacka;ul. Kielecka 6 lok. 7<br>31-526 Kraków;andrzej.bartuzi@adwokatura.pl
Kancelaria indywidualna;ul. Brodowicza 11 lok. 2<br>31-518 Kraków;h.basiarz@wp.pl
Kancelaria Adwokacka Marcin Bauer Breczko;al. Beliny Prażmowskiego 71 lok. 9<br>31-514 Kraków;kancelaria_marcin_bauer@poczta.fm
Bawołek Wyroba Adwokaci spółka partnerska;ul. Kasprowicza 16 lok. 2<br>31-523 Kraków;ewa.bawolek@bwadwokaci.pl
Skrzyszowski, Bąk Kancelaria Radców Prawnych i Adwokatów;ul. Floriańska 22 lok. 1C<br>31-021 Kraków;agnieszka.bak@florianska22.pl
Kancelaria Adwokacka adw. Aleksandra  Bednarska-Śliz;ul. Moniuszki 18 lok. 1<br>31-523 Kraków;a.bednarska@interia.eu
Kancelaria Adwokacka Justyna Bek;ul. Kościuszki 4<br>32-800 Brzesko;info@adwokat-brzesko.pl
Kancelaria indywidualna;pl. Axentowicza 6 lok. 3<br>30-034 Kraków;kasia.bereza@gmail.com
Kancelaria Adwokacka Katarzyna Bergel;ul. Szlak 65 lok. 817<br>31-153 Kraków;katarzyna.bergel@bkladwokaci.pl
Kancelaria Adwokacka Wojciech Bergier;ul. Siemiradzkiego 21 lok. 1<br>31-137 Kraków;wojciech@bergier.eu
Kancelaria Adwokacka Bernakiewicz-Zaczyński;ul. Kolejowa 6 p.I<br>34-400 Nowy Targ;bz.kancelaria.adwokacka@gmail.com
Kancelaria indywidualna;ul. Topolowa 33 lok. 9<br>31-506 Kraków;agata.br@kancelariatopolowa.pl
Kancelaria indywidualna;ul. Topolowa 44 lok. 5<br>31-506 Kraków;ines.bielanska@gmail.com
